ArraySize,MegaUpdatesPerSecond,ActualRuntime,MinimalRuntime
1048576,1528,1382669.000000,1000000
1418240,1074,1327436.000000,1000000
1916928,1097,1767337.000000,1000000
2592768,1110,1180570.000000,1000000
3506176,1155,1539708.000000,1000000
4741120,1465,1642147.000000,1000000
6411264,1164,1400067.000000,1000000
8669184,1462,1508761.000000,1000000
11723776,1467,1017910.000000,1000000
15852544,1161,1738212.000000,1000000
21437440,1169,1167590.000000,1000000
28988416,1081,1710112.000000,1000000
39199744,981,1274117.000000,1000000
53007360,749,1129167.000000,1000000
71680000,699,1635669.000000,1000000
96928768,763,1013953.000000,1000000
131072000,689,1517433.000000,1000000
177242112,1547,1829437.000000,1000000
239675392,696,1375110.000000,1000000
324101120,711,1819343.000000,1000000
438265856,791,1105919.000000,1000000
592644096,694,1706103.000000,1000000
801403904,795,1006732.000000,1000000
1083697152,789,1372293.000000,1000000
1465430016,693,1056588.000000,1000000
1981626368,1444,1371095.000000,1000000
2679653376,796,1681979.000000,1000000
3623561216,804,1125480.000000,1000000
604991488,777,1554674.000000,1000000
2331000832,706,1648143.000000,1000000
370027520,787,1877394.000000,1000000
3526171648,796,1107086.000000,1000000
3499098112,719,1216193.000000,1000000
