ArraySize,MegaUpdatesPerSecond,ActualRuntime,MinimalRuntime
1048576,9821,220420722.000000,180000000
1418240,11892,245537659.000000,180000000
1916928,17525,226572076.000000,180000000
2592768,23694,226582742.000000,180000000
3506176,30950,235425800.000000,180000000
4741120,42989,229288414.000000,180000000
6411264,53834,248170974.000000,180000000
8669184,82708,218571626.000000,180000000
11723776,91845,266446265.000000,180000000
15852544,125936,262721729.000000,180000000
21437440,166066,269546118.000000,180000000
28988416,248015,244382525.000000,180000000
39199744,284121,288511430.000000,180000000
53007360,394823,280889257.000000,180000000
71680000,624622,240072320.000000,180000000
96928768,738051,274903324.000000,180000000
131072000,1099103,249714191.000000,180000000
177242112,1456100,254919458.000000,180000000
239675392,2001725,250794629.000000,180000000
324101120,2751107,246763649.000000,180000000
438265856,3262437,281434404.000000,180000000
592644096,4533176,273984300.000000,180000000
801403904,5496761,305559556.000000,180000000
1083697152,1624930,349412191.000000,180000000
1465430016,2223814,345329572.000000,180000000
1981626368,2956747,351199373.000000,180000000
2679653376,3986666,352274660.000000,180000000
3623561216,5333953,356074236.000000,180000000
604991488,4014594,315816372.000000,180000000
2331000832,3412671,357985953.000000,180000000
370027520,2789236,277979477.000000,180000000
3526171648,5130489,180112741.000000,180000000
3499098112,5262497,348497289.000000,180000000
