ArraySize,MegaUpdatesPerSecond,ActualRuntime,MinimalRuntime
1048576,303604,228170533.000000,180000000
1418240,94474,247269839.000000,180000000
1916928,137797,230523486.000000,180000000
2592768,183340,234261259.000000,180000000
3506176,252539,230824787.000000,180000000
4741120,142768,276170471.000000,180000000
6411264,175413,304653778.000000,180000000
8669184,265208,272655841.000000,180000000
11723776,196663,248870164.000000,180000000
15852544,236298,280037755.000000,180000000
21437440,204647,218729049.000000,180000000
28988416,176040,344298632.000000,180000000
39199744,150879,271649048.000000,180000000
53007360,158764,349264911.000000,180000000
71680000,169536,221123937.000000,180000000
96928768,182513,277914496.000000,180000000
131072000,171959,199510971.000000,180000000
177242112,199367,232728517.000000,180000000
239675392,180550,347564305.000000,180000000
324101120,192086,220887733.000000,180000000
438265856,189012,303604154.000000,180000000
592644096,197781,196242580.000000,180000000
801403904,194784,269463063.000000,180000000
1083697152,177044,200433787.000000,180000000
1465430016,191030,251252453.000000,180000000
1981626368,172340,188291613.000000,180000000
2679653376,140505,312355650.000000,180000000
3623561216,115567,256786533.000000,180000000
604991488,178273,222249291.000000,180000000
2331000832,149800,254856987.000000,180000000
370027520,196050,247177937.000000,180000000
3526171648,116601,247656538.000000,180000000
3499098112,121760,235345880.000000,180000000
