ArraySize,AdditionsPerSecond,ActualRuntime,MinimalRuntime
1024,1.574867,162553373,90000000
2048,2.918412,175437904,90000000
3072,5.697067,134806204,90000000
6144,11.128745,138020959,90000000
11264,22.017642,127897440,90000000
19456,43.819268,111001399,90000000
34816,87.324259,99674479,90000000
62464,87.177435,179128922,90000000
112640,174.200504,161652804,90000000
203776,348.084401,146355309,90000000
